patient,slice,SSIM,MS-SSIM,PSNR,MAE,MSE,VIF,SD,EN
1BA256,158.png,0.8226804544504797,0.9277185201644897,18.757069269818018,0.09788797795772552,0.01331352535635233,0.5593265768728184,0.11720041185617447,5.374772874357505
1BA256,159.png,0.8242483758560466,0.9244597554206848,18.65297209996838,0.0989551991224289,0.013636495918035507,0.5757112881567075,0.11453728377819061,5.341441271833687
1BA256,160.png,0.8353858644437333,0.9357925653457642,18.75391572969278,0.09838983416557312,0.013323196209967136,0.639495452844119,0.11419375985860825,5.3655963928367285
1BA256,161.png,0.8190466508667795,0.9235086441040039,18.716584864235177,0.09930647909641266,0.013438212685286999,0.554907989069006,0.11419104784727097,5.3537623986988905
1BA256,162.png,0.8107289116147309,0.9128559231758118,18.63550773529989,0.10002633929252625,0.013691443018615246,0.48568611299115105,0.1145208552479744,5.355791542363015
1BA256,163.png,0.8176760754122816,0.9205640554428101,18.680898874180983,0.10027545690536499,0.013549089431762695,0.5389476334363683,0.1145157441496849,5.442304956201904
1BA256,164.png,0.812624501155083,0.9151338934898376,18.62307932981709,0.10198118537664413,0.01373068057000637,0.5190142462410814,0.1167692095041275,5.586463924483204
1BA256,165.png,0.8173248114526808,0.9227648377418518,18.503760803086315,0.10370256751775742,0.014113148674368858,0.5487567676352093,0.11477126181125641,5.246534973660158
1BA256,166.png,0.8214972674767143,0.9252838492393494,18.517661991491682,0.103643998503685,0.01406804658472538,0.5447112798754249,0.11184287071228027,5.320650235721646
1BA256,167.png,0.8171928440371015,0.9234029054641724,18.439878667364443,0.10542493313550949,0.014322279021143913,0.5570768770263838,0.11391990631818771,5.304119692554619
1BA256,168.png,0.8239331779058006,0.930286705493927,18.409298764837207,0.1066063642501831,0.014423482120037079,0.6008533616436235,0.11245457828044891,5.261970468218349
1BA256,169.png,0.8110953109480636,0.9168959856033325,18.32764246330764,0.10798505693674088,0.014697238802909851,0.5330750200666843,0.11386676132678986,5.222122360687786
1BA256,170.png,0.8196139251329955,0.9331624507904053,18.199597851261757,0.11046147346496582,0.015137013979256153,0.5770030045840584,0.11102309077978134,5.266277081727945
1BA256,171.png,0.8213831706809885,0.9319607019424438,18.238747737511996,0.11053910851478577,0.015001173131167889,0.6202625209013345,0.11134681105613708,5.407817257620403
1BA256,172.png,0.8130301300548534,0.9247612953186035,18.076319062322746,0.11291512101888657,0.015572849661111832,0.551799997896298,0.112733855843544,5.072373708575495
1BA256,173.png,0.8146734274104483,0.9279877543449402,18.212177081002363,0.1121315211057663,0.015093233436346054,0.5555611533267161,0.11134293675422668,5.237917905213632
1BA256,174.png,0.7962640254099499,0.8954951763153076,18.274795259965522,0.11092592775821686,0.014877174980938435,0.49127653300108454,0.115205779671669,5.405403174772712
1BA256,175.png,0.8201203390159756,0.9281918406486511,18.183636348468294,0.11293397098779678,0.015192748978734016,0.5684082385357896,0.10877273976802826,5.12427598605736
1BA256,176.png,0.8016304657130092,0.9174840450286865,17.882322932383794,0.11835511028766632,0.016284247860312462,0.46958880385472374,0.11161088943481445,4.910481123019258
1BA256,177.png,0.8038668797521903,0.9181930422782898,17.8346374056142,0.11968520283699036,0.016464034095406532,0.48254401545198855,0.11107894778251648,4.882817413498124
1BA256,178.png,0.8157455361998422,0.9301800727844238,17.743819524061795,0.1218189001083374,0.016811948269605637,0.5595982640011551,0.10817248374223709,4.849915790664886
1BA256,179.png,0.8094643193599912,0.9208807349205017,17.725623368721315,0.1220008134841919,0.016882535070180893,0.5474951795218741,0.10799337178468704,4.718413492001908
1BA256,180.png,0.8106306492856904,0.9178979992866516,17.6829416785181,0.1226530522108078,0.01704927161335945,0.5513279524160942,0.10412665456533432,4.646537031950156
1BA256,181.png,0.8161293727093563,0.9282562732696533,17.721388738079483,0.12303920090198517,0.016899004578590393,0.5648182998664327,0.10359600931406021,4.669344377993853
1BA256,182.png,0.8126596352731985,0.9216821193695068,17.53769030056697,0.12614008784294128,0.01762913353741169,0.5590334995944877,0.10398893803358078,4.592685242693868
1BA256,183.png,0.8158829490887336,0.9267080426216125,17.621189290099192,0.12583863735198975,0.017293427139520645,0.5688412240047713,0.101164810359478,4.615181406568255
1BA256,184.png,0.8135206261043023,0.9210193753242493,17.60888564460809,0.1264365166425705,0.01734248921275139,0.5532964699191238,0.10318468511104584,4.6689859722703915
1BA256,185.png,0.8156965787799647,0.9270058870315552,17.395598377862193,0.13016147911548615,0.01821546070277691,0.5664939080454154,0.10253144800662994,4.631162283769603
1BA256,186.png,0.8248728619591627,0.9369099140167236,17.504459307403565,0.12919718027114868,0.017764544114470482,0.6026749283646431,0.09876325726509094,4.604653958646794
1BA256,187.png,0.8143084963634405,0.934060275554657,17.18269489741971,0.1350826472043991,0.019130684435367584,0.6565684917966892,0.09314226359128952,4.125568494649923
1BA256,188.png,0.8186675177472923,0.9350627660751343,17.390719201446284,0.1319209635257721,0.018235936760902405,0.6076946769208119,0.08884154260158539,4.1721580494247466
1BA256,189.png,0.8205833294591419,0.9323521852493286,17.28782588130426,0.13384521007537842,0.018673142418265343,0.5873844857699514,0.08400792628526688,4.0041742731562495
1BA256,190.png,0.8323717185771428,0.9460008144378662,17.34523206075115,0.13284119963645935,0.01842794008553028,0.6804411823441646,0.07112842798233032,3.7114118301467895
1BA256,191.png,0.831554152329469,0.9406313300132751,17.395636570058656,0.13192880153656006,0.018215300515294075,0.6292905988604502,0.05748622491955757,3.5595973751183876
1BA256,192.png,0.8532241839013099,0.9532169699668884,17.819640743919564,0.12596723437309265,0.01652098447084427,0.8084759646887943,0.04899377003312111,4.027529926057966
1BA278,000.png,0.8465841970322281,0.9578999280929565,17.401764103772784,0.13337835669517517,0.01818961836397648,0.5755221855035707,0.04416288807988167,3.3680572465870657
1BA278,001.png,0.8444468042068481,0.9518247842788696,17.446071760714027,0.13234053552150726,0.01800498738884926,0.531051690332061,0.04577907174825668,3.6131843944961273
1BA278,002.png,0.8356594391752943,0.9399616718292236,17.28980436216152,0.13428157567977905,0.018664637580513954,0.4985905758881332,0.042180340737104416,3.3113514516034455
1BA278,003.png,0.8403094657651223,0.948762834072113,17.35193463872714,0.1334310621023178,0.018399521708488464,0.5169243788564575,0.04532637074589729,3.216900192351618
1BA278,004.png,0.8423136766539217,0.9560533761978149,17.301234870784963,0.13462840020656586,0.01861557736992836,0.5703746005170469,0.05126805976033211,3.499435985979109
1BA278,005.png,0.8417181758073102,0.9437733292579651,17.635737923452485,0.12889784574508667,0.017235592007637024,0.5101662520828921,0.050004880875349045,3.862433629493216
1BA278,006.png,0.8441745863695294,0.9472616910934448,17.476482235707273,0.13149194419384003,0.01787935197353363,0.569818817922022,0.05447729676961899,3.4413100801574696
1BA278,007.png,0.8359086164169237,0.9342671632766724,17.31359447833636,0.13332796096801758,0.018562674522399902,0.5224292228984455,0.05232053995132446,3.4629113386451147
1BA278,008.png,0.8405316196236507,0.9331883788108826,17.687087676399987,0.12740224599838257,0.017033003270626068,0.48883624188490127,0.05545007064938545,3.990651274241295
1BA278,009.png,0.8345927111857534,0.9332572817802429,17.446184532633662,0.13071267306804657,0.0180045198649168,0.5145696264146645,0.05750693380832672,3.7684184679469377
1BA278,010.png,0.8244597470914735,0.9207568168640137,17.392469091469266,0.1315099149942398,0.018228590488433838,0.42168433220660734,0.05812974274158478,3.8060570055554668
1BA278,011.png,0.8299103528985307,0.921234667301178,17.490250120790908,0.12960581481456757,0.017822761088609695,0.46920614764440605,0.05724777281284332,3.856264347437516
1BA278,012.png,0.8414220866448879,0.9347441792488098,17.504368690563567,0.12945885956287384,0.01776491478085518,0.5382205821921916,0.0643468052148819,3.7653347540363944
1BA278,013.png,0.8321759499134663,0.920451283454895,17.46796749070437,0.1297956258058548,0.017914440482854843,0.5134139827741889,0.06250570714473724,3.897724761063464
1BA278,014.png,0.8307611252380405,0.9212497472763062,17.48935062709527,0.12939667701721191,0.01782645285129547,0.48003031025487963,0.06667619198560715,3.909900177893781
